order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_date
297,8248,763,1,20,invalid,2026-01-10
298,4431,1039,5,20,yesterday,2026-01-10
299,6678,1363,2,-50,2026-01-01,2025-12-01
300,8382,1930,-1,$25,01/01/2026,2025-12-01
301,2778,999,5000,-50,yesterday,invalid
302,9791,1519,2,100,01/01/2026,
303,8131,246,1,50,invalid,2026-01-10
304,1979,1530,5,100,01/01/2026,
305,24,2069,0,20,01/01/2026,2026-01-10
306,6624,376,-1,$25,2026-01-01,
307,1698,743,1,,01/01/2026,invalid
308,818,19,0,,2026-01-01,2026-01-10
309,9364,1597,0,100,yesterday,invalid
309,8377,104,2,100,01/01/2026,2026-01-10
310,3816,882,5000,100,01/01/2026,
312,7237,1278,-1,20,invalid,invalid
313,7989,342,0,-50,2026-01-01,
314,6717,1196,-1,$25,yesterday,
315,2500,619,5000,100,yesterday,invalid
316,1751,2188,5000,20,invalid,invalid
317,9609,807,5000,,01/01/2026,invalid
318,4121,804,1,$25,01/01/2026,invalid
319,320,1159,-1,50,invalid,2026-01-10
320,5691,596,1,-50,01/01/2026,2026-01-10
321,1106,2138,-1,-50,01/01/2026,2025-12-01
322,4665,1955,1,100,01/01/2026,
322,7792,959,-1,20,01/01/2026,2026-01-10
323,9322,1826,2,$25,2026-01-01,
325,611,1873,2,100,01/01/2026,2026-01-10
326,8995,1453,5000,-50,01/01/2026,
326,10137,2113,5000,-50,yesterday,
327,996,382,5,,invalid,2025-12-01
329,10838,2020,1,$25,invalid,
329,7459,642,1,20,invalid,2025-12-01
330,8993,2150,5000,$25,2026-01-01,invalid
332,3616,1284,5000,50,01/01/2026,2026-01-10
333,8838,1921,0,-50,yesterday,2026-01-10
334,9366,1102,5000,100,2026-01-01,2026-01-10
335,3617,9,-1,20,01/01/2026,invalid
336,7285,793,0,-50,01/01/2026,2026-01-10
336,10578,620,0,50,invalid,
337,193,1757,0,100,invalid,2026-01-10
338,1062,1769,2,50,01/01/2026,
340,7128,1423,5000,100,invalid,invalid
341,7275,1671,5000,$25,2026-01-01,2026-01-10
342,128,149,5,-50,invalid,
343,3995,200,5000,,invalid,2026-01-10
343,4558,816,5000,$25,01/01/2026,invalid
345,10843,1841,1,-50,invalid,2025-12-01
346,5767,722,5,50,01/01/2026,
347,9080,531,2,,01/01/2026,2026-01-10
348,7725,257,1,-50,01/01/2026,invalid
349,2002,1767,-1,$25,01/01/2026,2025-12-01
350,4268,783,5,,invalid,invalid
351,2190,1167,1,50,invalid,2026-01-10
352,9055,2171,0,20,invalid,2026-01-10
353,1867,1890,2,50,01/01/2026,2025-12-01
354,1669,1347,1,$25,yesterday,2025-12-01
355,4038,1249,5,20,invalid,2025-12-01
356,3983,806,2,-50,yesterday,2025-12-01
357,5349,2148,1,100,01/01/2026,
358,4639,2120,-1,20,invalid,
359,5735,1402,0,-50,invalid,invalid
360,2185,750,0,50,2026-01-01,2026-01-10
360,3927,1604,5,-50,2026-01-01,
361,982,1204,2,$25,2026-01-01,
363,9893,578,-1,100,invalid,invalid
363,3515,802,5000,,yesterday,invalid
365,8361,78,5,-50,2026-01-01,2026-01-10
366,145,816,0,-50,2026-01-01,
367,9606,402,5000,-50,yesterday,2026-01-10
368,7459,1835,2,20,2026-01-01,2026-01-10
369,7996,286,2,-50,01/01/2026,2025-12-01
370,6021,1992,-1,100,2026-01-01,2026-01-10
371,2436,526,2,20,2026-01-01,2025-12-01
371,10097,279,-1,-50,yesterday,2026-01-10
372,238,1264,1,,invalid,invalid
374,4142,364,0,$25,invalid,
375,3419,1598,-1,$25,2026-01-01,2026-01-10
376,3271,1267,1,100,01/01/2026,
376,4685,749,5000,50,2026-01-01,2026-01-10
378,7719,952,5,100,yesterday,
379,3677,109,0,,01/01/2026,invalid
379,4924,1321,2,,01/01/2026,invalid
381,5193,321,0,$25,2026-01-01,2025-12-01
381,1613,1300,2,50,yesterday,2025-12-01
382,2643,571,0,50,yesterday,2026-01-10
383,1806,1558,-1,20,01/01/2026,2025-12-01
385,8611,425,0,$25,2026-01-01,2026-01-10
386,2513,1221,5000,100,2026-01-01,2025-12-01
387,7433,2193,2,100,invalid,2025-12-01
388,1909,820,5000,,invalid,invalid
388,1502,1270,5,100,2026-01-01,2026-01-10
390,7500,1998,-1,$25,invalid,2025-12-01
391,5587,703,2,-50,2026-01-01,2026-01-10
392,7640,1250,0,100,invalid,2026-01-10
392,6054,970,1,50,2026-01-01,2026-01-10
393,8804,1660,5,,01/01/2026,2025-12-01
395,827,1243,2,20,invalid,2025-12-01
396,4564,1905,1,100,01/01/2026,
397,796,309,2,-50,yesterday,2025-12-01
398,5509,82,-1,$25,01/01/2026,2025-12-01
399,361,2163,5,,yesterday,
400,1064,927,2,-50,invalid,
400,5021,900,1,20,01/01/2026,2026-01-10
402,442,2005,0,,invalid,2025-12-01
403,8077,468,5000,,yesterday,invalid
404,211,2134,5000,$25,01/01/2026,invalid
404,10094,787,5,$25,01/01/2026,2025-12-01
406,8514,68,0,100,01/01/2026,invalid
407,1956,1833,5,20,2026-01-01,invalid
407,5705,1138,0,100,2026-01-01,2025-12-01
409,6852,2110,1,100,yesterday,2025-12-01
409,7019,1275,5000,20,yesterday,2026-01-10
411,2877,107,1,50,2026-01-01,2026-01-10
411,944,1259,0,-50,invalid,
413,4733,155,-1,$25,invalid,2026-01-10
414,8038,666,1,$25,01/01/2026,2026-01-10
415,1506,70,-1,,invalid,2025-12-01
415,281,1168,0,50,2026-01-01,invalid
417,9020,1249,2,50,01/01/2026,2026-01-10
418,6411,945,5,50,yesterday,invalid
419,10297,1436,2,50,2026-01-01,
420,7755,1258,2,,01/01/2026,
421,7336,1450,5,50,01/01/2026,
422,7137,1411,5000,100,2026-01-01,2025-12-01
423,7725,1123,5,50,01/01/2026,invalid
424,44,761,2,50,2026-01-01,2025-12-01
425,7420,34,5000,50,01/01/2026,2025-12-01
425,970,742,5000,,yesterday,2026-01-10
427,10405,1443,2,20,yesterday,2026-01-10
428,8590,1177,1,20,yesterday,invalid
428,10532,1893,5,50,01/01/2026,2025-12-01
429,3141,1984,0,50,yesterday,
431,1906,1812,-1,100,yesterday,2025-12-01
432,8435,80,5000,100,01/01/2026,invalid
433,7193,1208,2,,01/01/2026,2026-01-10
433,9874,364,-1,20,2026-01-01,2026-01-10
434,4906,1308,5,,01/01/2026,invalid
436,10455,815,0,20,2026-01-01,
437,555,710,5000,50,01/01/2026,invalid
438,9200,1550,5,20,2026-01-01,invalid
439,8041,1932,5000,20,01/01/2026,2025-12-01
440,10981,918,5000,,yesterday,
441,3996,1769,5000,100,yesterday,2026-01-10
441,8646,2128,-1,-50,01/01/2026,2025-12-01
443,9844,124,1,20,2026-01-01,
444,4450,47,5,-50,invalid,
444,375,904,-1,20,yesterday,2026-01-10
445,4386,1981,5,$25,2026-01-01,invalid
447,3994,584,-1,100,01/01/2026,2025-12-01
447,4071,1625,2,50,2026-01-01,
448,6575,619,5000,20,yesterday,2025-12-01
449,6657,994,1,$25,invalid,
451,10662,415,-1,-50,01/01/2026,
452,9856,1467,0,50,invalid,invalid
453,3046,548,5,50,invalid,2026-01-10
454,4161,584,0,$25,01/01/2026,invalid
455,5032,1044,5,$25,01/01/2026,2026-01-10
456,1827,75,5,100,invalid,invalid
457,1150,924,5000,-50,yesterday,2025-12-01
457,8180,1299,5000,-50,yesterday,2026-01-10
458,3190,1269,5,,yesterday,2026-01-10
460,7605,429,0,$25,2026-01-01,invalid
461,5304,154,2,-50,invalid,invalid
462,2188,827,1,100,yesterday,
463,756,622,1,-50,yesterday,
463,9399,1764,0,-50,invalid,2026-01-10
465,4906,935,5,,invalid,invalid
465,6229,690,2,-50,yesterday,invalid
467,7315,1751,1,50,2026-01-01,
468,10193,2022,0,-50,yesterday,
469,4138,1428,1,-50,01/01/2026,
470,9893,510,1,100,invalid,invalid
471,2908,577,0,,2026-01-01,2025-12-01
471,2356,1059,5000,$25,2026-01-01,
472,7887,1924,-1,50,01/01/2026,2025-12-01
474,882,619,5000,-50,yesterday,2025-12-01
474,3306,444,5,20,01/01/2026,
476,3162,1847,-1,100,2026-01-01,
477,2894,65,1,20,2026-01-01,invalid
477,7971,943,0,$25,invalid,2025-12-01
479,7452,1271,0,-50,2026-01-01,2026-01-10
480,5608,2177,5000,100,yesterday,2025-12-01
481,160,14,-1,20,2026-01-01,2026-01-10
482,2314,374,2,100,2026-01-01,invalid
482,6757,1974,-1,-50,2026-01-01,invalid
483,4746,1448,2,50,01/01/2026,invalid
485,3344,504,1,-50,invalid,invalid
485,412,791,1,20,yesterday,invalid
486,3124,1506,2,50,yesterday,
488,4426,1265,1,50,yesterday,
488,9320,2196,-1,20,01/01/2026,invalid
490,936,808,5,50,invalid,2026-01-10
491,16,2173,0,100,invalid,
491,8169,231,1,100,yesterday,
492,710,407,2,,2026-01-01,invalid
494,3140,1124,1,20,yesterday,2025-12-01
494,1211,145,1,20,01/01/2026,2026-01-10
496,6087,795,5,,01/01/2026,invalid
497,743,1339,0,20,yesterday,2025-12-01
498,1402,1576,2,$25,invalid,2026-01-10
499,4307,1797,5,-50,2026-01-01,
499,9492,682,2,50,2026-01-01,2025-12-01
501,7879,1702,5000,$25,invalid,2025-12-01
502,3107,1341,0,50,invalid,2026-01-10
503,1356,1909,-1,-50,01/01/2026,2026-01-10
504,7585,2124,0,$25,invalid,invalid
504,9320,1575,5000,-50,01/01/2026,invalid
506,6276,2190,-1,20,invalid,invalid
506,5716,586,1,-50,01/01/2026,
507,9052,1551,5000,100,2026-01-01,2026-01-10
509,5404,477,5000,20,invalid,2025-12-01
509,4988,507,5000,20,01/01/2026,2025-12-01
511,5992,2190,2,100,invalid,invalid
512,8732,915,5,50,yesterday,2025-12-01
512,4003,739,0,-50,2026-01-01,invalid
513,591,1630,2,100,2026-01-01,2026-01-10
514,10714,688,0,20,2026-01-01,2026-01-10
516,7164,247,0,,01/01/2026,2025-12-01
517,2269,795,0,-50,01/01/2026,invalid
518,4188,196,1,$25,yesterday,2025-12-01
519,1143,368,2,20,01/01/2026,invalid
520,2914,466,0,50,2026-01-01,invalid
521,10960,392,-1,$25,01/01/2026,2025-12-01
521,3975,918,5,20,invalid,invalid
523,5247,1191,0,$25,01/01/2026,2025-12-01
524,6281,1759,2,100,01/01/2026,invalid
524,3654,71,0,100,01/01/2026,invalid
525,3337,864,-1,,2026-01-01,2025-12-01
527,8647,111,1,50,01/01/2026,invalid
528,10361,1680,1,$25,01/01/2026,2026-01-10
529,1088,1878,5000,50,01/01/2026,invalid
530,2622,960,-1,50,01/01/2026,2026-01-10
531,5625,1146,5000,,yesterday,
532,5515,647,2,$25,invalid,invalid
533,5703,87,0,-50,2026-01-01,2025-12-01
534,2179,902,0,,2026-01-01,2026-01-10
535,1714,983,5,-50,invalid,
536,9890,41,5000,20,invalid,2025-12-01
537,9472,1374,-1,50,01/01/2026,2025-12-01
537,5912,161,-1,20,2026-01-01,2025-12-01
539,8279,1263,5000,$25,01/01/2026,invalid
540,5465,256,2,,2026-01-01,2026-01-10
540,7631,279,5000,50,invalid,invalid
542,6254,113,0,100,yesterday,2026-01-10
543,1839,2020,5,-50,01/01/2026,invalid
543,2947,868,5,20,yesterday,invalid
544,2444,1972,5,,01/01/2026,invalid
545,9002,1992,5000,20,yesterday,2025-12-01
547,10597,513,1,$25,2026-01-01,2025-12-01
548,6512,2069,2,50,yesterday,
549,4939,548,5000,,2026-01-01,
549,6655,2059,1,-50,01/01/2026,
551,6489,1846,5,-50,invalid,2025-12-01
552,6132,995,5000,20,01/01/2026,invalid
553,148,68,5,,yesterday,2026-01-10
554,1787,9,1,20,invalid,2026-01-10
555,10230,1923,2,-50,invalid,invalid
556,7368,417,0,-50,invalid,2025-12-01
557,5920,1003,5000,100,invalid,2026-01-10
558,8149,646,2,$25,yesterday,
559,4126,1898,5,50,invalid,2026-01-10
560,10069,2015,5,-50,invalid,2026-01-10
561,6937,1534,0,50,2026-01-01,invalid
562,3338,757,5000,$25,invalid,invalid
563,1723,2023,2,-50,01/01/2026,
564,8505,564,-1,20,01/01/2026,2025-12-01
565,5113,789,5000,,2026-01-01,2025-12-01
566,2442,163,1,,01/01/2026,2026-01-10
567,2650,1698,-1,,2026-01-01,invalid
568,5177,969,5,-50,yesterday,2026-01-10
568,10832,2066,5000,100,2026-01-01,invalid
570,6278,276,2,20,01/01/2026,2026-01-10
570,8646,2187,5000,,2026-01-01,invalid
572,6428,1731,0,$25,yesterday,
573,2625,969,2,$25,invalid,
574,6550,281,1,-50,invalid,
575,7510,276,5000,20,yesterday,2026-01-10
576,10095,1049,5000,,invalid,2026-01-10
577,3153,1582,1,100,invalid,2026-01-10
578,1214,939,2,20,2026-01-01,invalid
578,651,1236,-1,20,invalid,invalid
580,184,240,0,50,yesterday,2026-01-10
580,6238,2100,5000,100,2026-01-01,invalid
582,929,1741,5,20,2026-01-01,
583,4823,1422,1,,01/01/2026,2025-12-01
583,2296,1072,2,$25,2026-01-01,2026-01-10
584,7087,1163,-1,-50,01/01/2026,
586,2538,1293,-1,100,yesterday,
587,10189,445,2,50,yesterday,
588,3664,1048,5,$25,01/01/2026,2025-12-01
589,8227,2002,1,-50,invalid,invalid
589,5645,1772,-1,$25,01/01/2026,2025-12-01
591,10595,1869,0,$25,2026-01-01,invalid
592,5404,1921,5000,$25,yesterday,
593,3109,381,5,,invalid,invalid
594,6934,2043,5000,-50,01/01/2026,2026-01-10
595,7109,51,0,50,invalid,
596,7621,751,0,50,invalid,
597,10927,1993,0,$25,yesterday,
598,1716,1169,-1,$25,01/01/2026,2025-12-01
599,6513,859,-1,$25,yesterday,2026-01-10
600,5111,1113,0,20,invalid,invalid
600,10786,309,-1,100,invalid,
602,10111,1609,1,100,2026-01-01,invalid
602,5062,346,-1,100,2026-01-01,2025-12-01
603,4130,119,5,50,invalid,2025-12-01
605,2856,553,0,-50,yesterday,2025-12-01
606,5335,1864,2,20,yesterday,
607,3625,531,5000,-50,2026-01-01,invalid
608,7680,1056,-1,$25,01/01/2026,
609,10529,668,2,-50,2026-01-01,2026-01-10
610,5146,1082,0,20,2026-01-01,invalid
610,3877,19,5000,50,yesterday,2025-12-01
612,5658,1674,5000,50,01/01/2026,invalid
613,786,1854,0,50,01/01/2026,invalid
614,10818,653,5000,$25,01/01/2026,invalid
615,2012,81,5000,$25,yesterday,invalid
616,6126,1228,1,-50,yesterday,
617,6807,2080,2,20,invalid,2025-12-01
