review_id,customer_id,product_id,rating,review_text
224,4977,1611,,Lorem ipsum
225,1862,1773,0.0,Great product
226,9990,1469,0.0,Great product
227,10308,789,,Lorem ipsum
228,9315,1608,8.0,Great product
229,9420,853,,Bad
230,9155,420,5.0,Great product
231,3776,1473,0.0,Lorem ipsum
232,4588,848,1.0,
233,5197,1528,5.0,Great product
234,4247,767,4.0,
235,1962,1938,5.0,
236,1628,1101,2.0,Lorem ipsum
237,4737,118,8.0,Lorem ipsum
238,28,1328,1.0,Lorem ipsum
239,3575,2092,2.0,
240,3900,1415,0.0,
241,1490,808,8.0,Bad
242,7463,181,2.0,Lorem ipsum
243,4540,1053,8.0,
244,6225,764,4.0,
245,9684,143,2.0,
246,5072,1073,3.0,Bad
247,4420,752,,Great product
248,5920,305,4.0,
249,9447,309,,Bad
250,7687,378,,
251,1365,312,1.0,
252,8901,590,1.0,Lorem ipsum
253,162,289,0.0,
254,9479,1205,5.0,Bad
255,4334,1192,2.0,Bad
256,10840,1987,2.0,
257,8037,704,8.0,Great product
258,5850,731,2.0,Great product
259,3290,1610,8.0,Bad
260,482,1861,,Bad
261,4607,384,,Lorem ipsum
262,5421,790,1.0,
263,1577,610,0.0,Great product
264,5792,777,0.0,
265,102,262,2.0,Great product
266,1107,1501,4.0,Bad
267,1529,55,0.0,Bad
268,7482,875,0.0,
269,8238,642,3.0,
270,10323,1199,1.0,Great product
271,10423,930,3.0,
272,8972,1576,1.0,Lorem ipsum
273,9393,835,1.0,
274,2379,1508,2.0,
275,2745,1274,2.0,Lorem ipsum
276,2523,923,0.0,
277,8110,1196,4.0,Lorem ipsum
278,10723,988,1.0,Lorem ipsum
279,8641,270,,Lorem ipsum
280,9214,426,,Lorem ipsum
281,1194,1959,4.0,
282,10887,329,3.0,Lorem ipsum
283,3489,1162,1.0,Bad
284,197,1855,8.0,
285,3010,1293,2.0,Bad
286,10000,2131,2.0,
287,3101,795,2.0,Lorem ipsum
288,98,879,4.0,Great product
289,7012,85,2.0,
290,5831,685,2.0,Bad
291,2618,551,5.0,Great product
292,280,880,5.0,Great product
293,9035,1977,1.0,
294,9747,2127,,Bad
295,8878,183,1.0,Bad
296,8570,1585,8.0,
297,2603,128,8.0,
298,6599,353,5.0,
299,5177,2088,5.0,Lorem ipsum
300,3162,470,4.0,Great product
301,3224,2164,3.0,Lorem ipsum
302,7859,432,5.0,Great product
303,6239,1593,2.0,
304,3038,680,,
305,1656,1340,3.0,
306,2602,1121,2.0,Lorem ipsum
307,9516,1470,8.0,Lorem ipsum
308,6902,1337,8.0,Bad
309,9914,1450,8.0,Lorem ipsum
310,9690,1034,0.0,Lorem ipsum
311,10890,1280,0.0,
312,8338,1356,8.0,Lorem ipsum
313,5858,2165,5.0,Bad
314,4516,494,1.0,Bad
315,3210,262,3.0,
316,10139,1465,1.0,
317,7390,58,0.0,
318,3535,1345,3.0,
319,3840,564,8.0,
320,9728,777,4.0,Bad
321,10105,1687,0.0,
322,3090,1992,,Lorem ipsum
323,1839,579,,
324,9964,1307,2.0,Great product
325,5265,1990,3.0,Lorem ipsum
326,1383,101,8.0,Lorem ipsum
327,10739,110,4.0,Lorem ipsum
328,3881,389,3.0,
329,835,1201,3.0,Great product
330,5381,820,,Great product
331,3937,1909,2.0,Great product
332,6739,2068,4.0,Bad
333,3716,1697,,Lorem ipsum
334,7795,926,0.0,Great product
335,427,703,8.0,
336,4018,416,2.0,Great product
337,8512,718,4.0,Great product
338,2858,8,,Bad
339,7864,705,1.0,Bad
340,1314,1052,5.0,
341,8530,980,3.0,
342,883,705,4.0,
343,4030,2124,8.0,Bad
344,7350,827,8.0,Lorem ipsum
345,8013,396,3.0,Lorem ipsum
346,8466,1465,0.0,
347,9174,1156,,Bad
348,4853,25,5.0,Lorem ipsum
349,665,493,2.0,Lorem ipsum
350,6351,1008,,Lorem ipsum
351,7202,40,1.0,Great product
352,8437,2036,0.0,
353,8766,687,5.0,Lorem ipsum
354,4624,1801,4.0,
355,6265,2156,0.0,Lorem ipsum
356,5983,1732,4.0,Lorem ipsum
357,10520,1637,2.0,
358,9523,1927,2.0,Great product
359,3066,231,2.0,Great product
360,6502,423,8.0,Bad
361,2119,1008,0.0,
362,10111,821,0.0,
363,10803,10,5.0,
364,8798,916,0.0,Great product
365,735,2198,0.0,Lorem ipsum
366,2259,2189,8.0,
367,5080,2007,3.0,
368,1015,1825,8.0,
369,9607,50,2.0,Great product
370,5243,1602,5.0,Great product
371,1882,1400,5.0,Great product
372,8962,923,,Great product
373,1125,254,4.0,
374,4886,121,2.0,Bad
375,5757,1467,2.0,
376,3020,57,3.0,
377,10742,381,3.0,Lorem ipsum
378,2634,1861,,Bad
379,8349,1685,,Great product
380,1693,2028,1.0,
381,8865,524,2.0,
382,5399,1970,2.0,Great product
383,10242,121,8.0,
384,9726,744,4.0,
385,2053,1280,5.0,Great product
386,3944,1957,0.0,Lorem ipsum
387,3260,1848,1.0,
388,6996,1029,2.0,
389,3518,1402,5.0,Great product
390,3645,1677,0.0,
391,10845,541,8.0,
392,1785,627,4.0,Great product
393,3759,2021,2.0,
394,2286,1330,2.0,
395,3238,420,1.0,
396,995,1474,5.0,
397,6160,1207,2.0,Great product
398,8873,799,8.0,
399,7247,403,3.0,
400,5481,1382,,
401,4046,725,,Lorem ipsum
402,2897,1615,1.0,
403,36,1222,,Bad
404,5669,250,,Great product
405,10867,488,1.0,
406,4212,562,1.0,Great product
407,2944,20,8.0,Bad
408,9581,373,0.0,
409,8343,1306,5.0,Lorem ipsum
410,260,1456,5.0,Bad
411,5482,1979,,
412,4860,732,0.0,
413,3634,2172,3.0,Lorem ipsum
414,497,1874,1.0,
415,9072,1184,5.0,Lorem ipsum
416,4646,1858,1.0,
417,2019,854,2.0,
418,299,1197,,Bad
419,7874,1396,,Bad
420,10603,770,3.0,
421,706,1440,8.0,
422,8446,257,3.0,Great product
423,6202,1978,0.0,Bad
424,8231,80,5.0,Great product
425,8075,1714,0.0,Bad
426,773,509,8.0,Bad
427,1878,1955,4.0,
428,7683,117,5.0,Lorem ipsum
429,386,488,5.0,Great product
430,7491,1663,0.0,
431,3594,973,3.0,
432,8926,1324,,
433,298,2109,8.0,
434,3896,643,3.0,Lorem ipsum
435,10017,1246,1.0,
436,10438,1122,8.0,Lorem ipsum
437,10690,1272,,Lorem ipsum
438,6531,44,0.0,
439,770,2027,4.0,
440,4834,1156,,Lorem ipsum
441,8011,1509,2.0,
442,10458,1752,,
443,10026,1445,0.0,Bad
444,9649,1610,2.0,
445,1699,1371,5.0,
446,2487,2191,0.0,Lorem ipsum
447,4756,350,3.0,
448,3955,1414,2.0,
449,3479,1099,4.0,Bad
450,6046,1702,1.0,
451,7099,635,8.0,
452,8201,2195,2.0,
453,8513,1091,1.0,Bad
454,2395,194,2.0,
455,5739,146,2.0,
456,9448,2191,1.0,Lorem ipsum
457,7912,1552,3.0,
458,1463,1083,2.0,
459,123,871,2.0,
460,8048,258,8.0,
461,5196,1068,2.0,Bad
462,5891,1101,0.0,
463,5600,709,3.0,Bad
464,6367,1979,0.0,Bad
465,3538,1506,,Lorem ipsum
466,6044,1631,,
467,588,1925,4.0,
468,916,1783,3.0,Great product
469,7323,107,5.0,Bad
470,5076,2021,8.0,
471,5441,929,3.0,
472,2753,1372,2.0,Great product
473,2208,1930,5.0,
474,8896,1942,0.0,Lorem ipsum
475,3049,1342,3.0,Bad
476,8874,439,,Lorem ipsum
477,6501,1739,3.0,
478,971,452,1.0,Bad
479,9515,420,2.0,
480,8750,587,4.0,Bad
481,1770,1450,2.0,Bad
482,3832,573,2.0,
483,2296,1821,0.0,
484,2107,1672,1.0,
485,7648,2125,2.0,Bad
486,10398,963,1.0,
487,10219,73,5.0,Bad
488,8784,1589,4.0,Lorem ipsum
489,1480,2167,1.0,Great product
490,9381,2113,0.0,
491,3018,1995,1.0,Lorem ipsum
492,9445,1587,8.0,
493,4609,1906,,
494,8155,677,8.0,
495,6255,30,2.0,Lorem ipsum
496,9654,1634,4.0,Great product
497,5750,2051,4.0,
498,1971,534,4.0,Bad
499,2827,107,3.0,Bad
500,3093,962,0.0,
501,6268,543,4.0,
502,4582,1589,0.0,
503,8273,810,0.0,Bad
504,9186,367,,Lorem ipsum
505,23,1282,0.0,
506,1435,1548,5.0,Great product
507,721,1042,4.0,
508,10578,2199,3.0,Great product
509,9689,1021,5.0,
510,7755,1122,2.0,Lorem ipsum
511,426,285,0.0,Lorem ipsum
512,4144,569,8.0,
513,9614,520,8.0,Lorem ipsum
514,4800,735,5.0,
515,10176,1515,4.0,
516,2672,838,2.0,
517,5562,1973,4.0,Great product
518,4685,1348,1.0,
519,220,1964,3.0,Bad
520,5564,1882,4.0,Bad
521,2836,227,5.0,
522,9365,1822,,
523,4850,139,4.0,
524,3326,1487,8.0,
525,8365,1204,4.0,Bad
526,1362,1915,2.0,
527,6891,1836,,
528,10986,202,3.0,Bad
529,4163,1652,2.0,Bad
530,7363,1973,2.0,Bad
531,5402,1515,3.0,Bad
532,10521,566,8.0,Bad
533,3,8,1.0,Lorem ipsum
534,10578,2169,3.0,Great product
535,10849,1265,3.0,Bad
536,8716,928,3.0,Great product
537,4590,2160,5.0,
538,8514,1792,,
539,2394,1586,1.0,
540,8403,906,1.0,
541,3783,883,8.0,Lorem ipsum
542,3351,1423,1.0,Great product
543,2800,751,5.0,
544,1474,2037,8.0,Great product
545,6922,349,5.0,
546,5388,1531,8.0,Great product
547,9452,1142,,
548,4315,1363,8.0,Lorem ipsum
549,10768,715,1.0,
550,8926,1136,2.0,
551,4723,2101,4.0,
552,9669,1905,2.0,
553,3339,943,,
554,8421,524,,Great product
555,8675,1721,4.0,Bad
556,4797,432,1.0,Great product
557,2999,1764,,
558,9678,223,3.0,
559,2154,674,1.0,
560,3562,1921,,Bad
561,8911,193,0.0,Great product
562,7716,1238,2.0,
563,5841,2034,3.0,
564,1807,482,8.0,
565,10080,1733,2.0,
566,6603,1215,4.0,Lorem ipsum
567,2420,1196,0.0,Lorem ipsum
568,88,324,2.0,
569,1342,851,,Lorem ipsum
570,7152,1448,5.0,Lorem ipsum
571,263,148,,
572,4338,102,2.0,Great product
573,4891,1541,5.0,
574,1753,986,2.0,
575,9184,722,5.0,Lorem ipsum
576,8483,1398,0.0,Bad
577,2657,1338,8.0,Lorem ipsum
578,6225,11,5.0,Great product
579,10095,1220,8.0,
580,2680,778,2.0,
581,5352,46,2.0,Great product
582,6716,1334,1.0,
583,726,511,8.0,
584,7232,65,0.0,Great product
585,4863,823,0.0,
586,3409,2144,3.0,Bad
587,5184,137,8.0,Great product
588,1317,421,2.0,Bad
589,3435,2090,8.0,Lorem ipsum
590,8091,798,3.0,
591,9312,1497,2.0,
592,4323,1590,0.0,
593,651,645,3.0,
594,1380,112,0.0,Lorem ipsum
595,1584,1549,4.0,Bad
596,1424,603,8.0,
597,3186,1864,1.0,Lorem ipsum
598,3228,807,5.0,Lorem ipsum
599,8723,856,0.0,Great product
600,2674,1652,1.0,Bad
601,2605,1753,5.0,Great product
602,8410,1416,4.0,Great product
603,7834,1291,3.0,Great product
604,6290,1097,,
605,1140,1771,1.0,
606,3577,54,8.0,Bad
607,10020,1274,,Great product
608,9551,1504,,Great product
609,1976,1935,2.0,Bad
610,9150,1922,2.0,Bad
611,6752,1753,2.0,Bad
612,7978,1491,8.0,Great product
613,7401,177,1.0,
614,806,2006,0.0,
615,1622,1519,2.0,
616,9439,1340,3.0,Bad
617,5824,1416,,Great product
618,10711,1366,4.0,Great product
619,8162,847,3.0,
620,7834,2067,1.0,
621,8331,2167,,
622,10232,4,5.0,
623,5781,1928,5.0,Lorem ipsum
624,118,656,5.0,
625,8898,359,,Bad
626,171,632,1.0,
627,2224,1706,,
628,4242,1160,4.0,
629,10624,1722,3.0,Lorem ipsum
630,4724,1309,0.0,
631,9637,141,0.0,
632,9941,543,4.0,
633,714,1157,3.0,
634,3871,978,3.0,
635,108,1494,4.0,
636,2177,412,1.0,
637,470,601,3.0,
638,5126,2034,,Lorem ipsum
639,5997,1703,2.0,
640,9929,130,1.0,
641,4648,1023,5.0,Great product
642,5605,237,0.0,Great product
643,10606,1177,5.0,
644,2512,582,4.0,Bad
645,7469,1799,5.0,
646,10744,276,,Lorem ipsum
647,2306,1618,0.0,Great product
648,2790,1246,0.0,Lorem ipsum
649,2191,758,8.0,
650,10984,1164,5.0,
651,300,1161,1.0,Lorem ipsum
652,10174,1803,3.0,
653,793,1774,4.0,Bad
654,6619,1767,5.0,Lorem ipsum
655,10041,1336,,
656,9,41,0.0,Great product
657,3277,1454,1.0,Bad
658,5221,1551,1.0,Great product
659,6336,462,4.0,
660,360,1910,8.0,
661,6671,1046,,
662,7240,350,1.0,
663,5974,1767,1.0,Great product
664,2131,2052,2.0,
665,4822,999,,
666,5281,372,,Great product
667,3271,691,3.0,Great product
668,3156,1058,8.0,Lorem ipsum
669,1288,1537,8.0,
670,2323,1913,4.0,Great product
671,7238,1015,3.0,Bad
672,779,1759,5.0,Bad
673,6063,972,2.0,
674,9458,238,0.0,
675,4606,1081,2.0,
676,8916,1021,8.0,Lorem ipsum
677,7542,2195,1.0,
678,1590,394,2.0,Lorem ipsum
679,2137,750,0.0,Great product
680,6132,1874,2.0,Great product
681,4103,1870,4.0,
682,3911,87,5.0,
683,10949,2191,8.0,Bad
684,6812,868,0.0,Bad
685,7330,943,,
686,2046,59,,Lorem ipsum
687,9374,2170,3.0,
688,5359,498,2.0,Bad
689,10955,1279,,
690,2693,1264,2.0,Lorem ipsum
691,7092,1360,4.0,Great product
692,9587,2079,0.0,Great product
693,10322,1673,0.0,Bad
694,2162,1619,3.0,
695,7462,1613,,
696,10905,795,,Bad
697,10610,1638,,
698,3075,1126,5.0,Lorem ipsum
699,4630,437,1.0,Great product
700,8202,1428,4.0,
701,9262,1032,2.0,
702,3382,948,3.0,Great product
703,8262,1131,1.0,
704,4771,165,8.0,
705,4585,2099,,
706,5766,1790,8.0,
707,1507,900,,
708,9843,2041,1.0,
709,3929,201,8.0,Bad
710,8067,309,5.0,
711,6059,957,4.0,Bad
712,9923,962,3.0,Bad
713,9668,286,0.0,Lorem ipsum
714,3823,504,0.0,Great product
715,7120,727,0.0,Great product
716,3852,1869,2.0,
717,8865,890,5.0,
718,10102,2169,1.0,
719,1306,1042,3.0,Lorem ipsum
720,10382,87,0.0,
721,841,1406,2.0,Great product
722,4465,1152,4.0,
723,5675,756,8.0,
724,1577,1354,,
725,4715,1412,2.0,
726,10950,1361,1.0,Lorem ipsum
727,3357,1068,4.0,
728,2874,1272,,
729,9331,1587,,Great product
730,6287,136,2.0,
731,7712,535,0.0,Bad
732,702,381,8.0,Bad
733,10399,1224,5.0,Bad
734,619,36,2.0,Great product
735,4317,593,,Great product
736,6589,310,2.0,Lorem ipsum
737,1271,1339,4.0,Great product
738,3116,621,4.0,Bad
739,9976,437,4.0,Lorem ipsum
740,6287,690,0.0,Lorem ipsum
741,3870,2025,1.0,Bad
742,2858,1392,3.0,
743,5760,960,,
744,8332,1530,5.0,Great product
745,315,585,0.0,Great product
746,3923,432,2.0,Lorem ipsum
747,8993,1238,1.0,Lorem ipsum
748,4814,773,1.0,
749,7238,1528,,Lorem ipsum
750,5270,1456,,
751,4539,1554,8.0,Bad
752,4866,1194,4.0,
753,10265,1186,4.0,
754,7938,323,2.0,Great product
755,1391,1899,5.0,Great product
756,5328,1786,4.0,Lorem ipsum
757,1786,411,8.0,Great product
758,7972,1732,2.0,Great product
759,8190,294,5.0,
760,7730,1637,8.0,
761,8272,1946,2.0,
762,5365,725,4.0,Lorem ipsum
763,8427,34,4.0,
764,8934,654,,
765,4278,517,2.0,Lorem ipsum
766,3171,1709,0.0,Lorem ipsum
767,5357,194,4.0,
768,5952,1155,1.0,
769,4656,174,1.0,
770,1044,1346,4.0,
771,627,388,8.0,
772,6186,497,8.0,Lorem ipsum
773,2236,451,1.0,
774,6541,1394,2.0,
775,370,2060,5.0,
776,4336,1287,,Lorem ipsum
777,5651,530,5.0,Great product
778,9811,1753,,
779,4339,96,0.0,
780,42,1760,0.0,Bad
781,9189,1963,2.0,Bad
782,8355,639,4.0,
783,8167,1502,4.0,Great product
784,2637,80,5.0,Great product
785,8234,338,8.0,
786,8235,1577,1.0,Great product
787,9670,36,8.0,
788,10320,1126,4.0,Bad
789,5531,1456,3.0,Bad
790,1199,592,0.0,Lorem ipsum
791,4622,1956,3.0,Bad
792,10296,523,5.0,
793,1870,1258,4.0,Lorem ipsum
794,7842,24,2.0,
795,1753,910,,
796,668,1495,8.0,
797,8442,804,1.0,Great product
798,6229,138,0.0,Great product
799,4581,1712,2.0,
800,8403,116,4.0,Bad
801,1786,626,,Lorem ipsum
802,7400,306,2.0,
803,8348,278,4.0,Lorem ipsum
804,3350,51,2.0,
805,7490,432,3.0,Lorem ipsum
806,1821,4,5.0,
807,3245,1205,5.0,Great product
808,6717,1860,1.0,Great product
809,191,1538,2.0,
810,415,104,,
811,3895,81,0.0,Bad
812,10341,1567,8.0,
813,5999,1365,,
814,2758,123,3.0,Great product
815,5790,524,3.0,Lorem ipsum
816,5992,553,2.0,Bad
817,1641,1312,5.0,Bad
818,8017,2049,1.0,Bad
819,4809,747,8.0,Great product
820,2807,1383,1.0,
821,5310,1156,1.0,Lorem ipsum
822,819,1963,4.0,
823,6054,411,5.0,Great product
824,709,1791,3.0,Lorem ipsum
825,6417,1603,2.0,Great product
826,1572,2127,5.0,Great product
827,7849,1440,4.0,
828,7870,158,,
829,7315,1468,5.0,Lorem ipsum
830,737,1193,4.0,
831,3241,1090,3.0,
832,6686,618,2.0,
833,6423,1432,1.0,Great product
834,9196,851,8.0,Lorem ipsum
835,3556,1669,4.0,Great product
836,832,1323,1.0,Great product
837,266,300,0.0,
838,4243,1821,3.0,Bad
839,3991,689,1.0,Great product
840,9801,718,2.0,
841,5897,134,3.0,Lorem ipsum
842,48,1323,8.0,Great product
843,200,2198,2.0,Bad
844,9241,334,3.0,
845,1205,1422,1.0,Great product
846,7932,909,1.0,Bad
847,5768,1055,2.0,Bad
848,10727,1609,3.0,
849,3581,1377,8.0,Lorem ipsum
850,7670,804,4.0,
851,6491,27,1.0,
852,8864,1089,0.0,Lorem ipsum
853,1589,1098,,Great product
854,8492,434,5.0,
855,4357,1022,,
856,7235,1711,,Great product
857,7176,452,0.0,Great product
858,10787,73,8.0,Lorem ipsum
859,5699,645,4.0,
860,9586,1142,,Bad
861,7482,1493,1.0,Lorem ipsum
862,7693,1471,0.0,Bad
863,9176,936,3.0,
864,10065,1855,2.0,Bad
865,1724,1096,5.0,Lorem ipsum
866,2434,2093,2.0,Bad
867,9281,1052,0.0,Great product
868,6994,1625,5.0,Bad
869,10006,2,8.0,
870,5755,2108,,
871,8116,1957,5.0,Lorem ipsum
872,1394,2050,8.0,Lorem ipsum
873,10374,742,1.0,
874,2411,197,,
875,9236,799,8.0,
876,4638,84,4.0,
877,4041,1427,1.0,Lorem ipsum
878,8441,2056,4.0,Bad
879,8189,1064,,Bad
880,4318,830,1.0,Great product
881,1252,1803,1.0,
882,3018,1838,,
883,10977,522,8.0,Bad
884,84,505,8.0,
885,5410,672,1.0,
886,3929,2122,5.0,
887,1192,22,0.0,
888,8426,2143,4.0,Great product
889,5893,567,3.0,Bad
890,5390,1527,1.0,
891,3679,2044,5.0,
892,3280,1077,0.0,Bad
893,10991,1406,3.0,
894,548,444,1.0,
895,10601,783,8.0,
896,6613,542,1.0,Bad
897,9787,1236,1.0,
898,8002,1930,,Lorem ipsum
899,7198,1309,2.0,Lorem ipsum
900,6420,289,5.0,Great product
901,10133,156,1.0,
902,4150,1219,0.0,
903,3026,1454,3.0,
904,9129,677,3.0,
905,7427,1250,1.0,Bad
906,10160,1039,0.0,
907,3830,788,0.0,
908,4169,1623,4.0,
909,316,935,1.0,Bad
910,10884,542,,Lorem ipsum
911,10633,1731,,
912,2417,2145,0.0,Bad
913,831,763,8.0,
914,6950,1544,8.0,
915,9349,429,4.0,Lorem ipsum
916,1630,960,3.0,Great product
917,10574,765,4.0,Great product
918,9670,1178,2.0,Great product
919,978,1938,5.0,
920,514,1071,1.0,Lorem ipsum
921,5939,1762,3.0,
922,1881,422,4.0,Bad
923,2866,312,8.0,Great product
924,3604,1827,8.0,
925,8566,907,8.0,Great product
926,4204,1630,2.0,Great product
927,834,1768,8.0,
928,4425,2110,,Lorem ipsum
929,577,486,0.0,Great product
930,1405,2188,5.0,
931,4478,1253,2.0,Great product
932,7434,123,5.0,Lorem ipsum
933,10852,1300,0.0,
934,1915,1061,5.0,
935,156,1059,3.0,
936,10939,197,4.0,Great product
937,8690,2148,3.0,Great product
938,833,9,,Great product
939,5182,1855,3.0,
940,10649,469,5.0,
941,1971,866,1.0,Lorem ipsum
942,6601,1119,4.0,
943,4642,976,1.0,Bad
944,4232,1145,0.0,Bad
945,2813,149,8.0,Great product
946,9511,2125,1.0,Lorem ipsum
947,8273,7,3.0,
948,4010,73,1.0,Bad
949,6211,1190,0.0,
950,1466,1046,4.0,Great product
951,2067,1563,3.0,
952,6727,1442,3.0,Lorem ipsum
953,6474,272,2.0,Lorem ipsum
954,10253,128,3.0,
955,9734,2040,5.0,Bad
956,4395,390,0.0,
957,3287,128,0.0,
958,4458,472,5.0,
